Agency_name,Park_name,Entrance,Date_year,Timeslot,Scheduled_count,Scheduled_date,Start_time,Date,Half_of_summer,Date_object,Day_type,Total_days_by_type,Park_id,Agency_id,Usage_class,ppb_multiplier,ppv_multiplier,Expansion_factor,Expanded_total,Year,Visitor Category,Visitors
Minneapolis Park and Recreation Board,Theodore Wirth Regional Park,11,July-28-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-07-28,2,2018-07-28,Weekend_holiday,33,49,5,Low,66.26,2.52,38,95304,2018,Vehicles,0
Minneapolis Park and Recreation Board,Ridgway Parkway Regional Trail,3,July-27-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-07-27,2,2018-07-27,Weekday,68,92,5,High,0,0,8,5440,2018,Vehicles,0
Minneapolis Park and Recreation Board,Shingle Creek Regional Trail,3,July-27-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-07-27,2,2018-07-27,Weekday,68,103,5,High,0,0,14,8568,2018,Vehicles,0
Minneapolis Park and Recreation Board,Minnehaha Parkway Regional Trail,29,July-29-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-07-29,2,2018-07-29,Weekend_holiday,33,46,5,Low,0,0,135,40095,2018,Vehicles,0
Minneapolis Park and Recreation Board,Nokomis-Hiawatha Regional Park,11,July-29-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-07-29,2,2018-07-29,Weekend_holiday,33,48,5,Medium,66.26,2.52,45,127828.79999999999,2018,Vehicles,29
Minneapolis Park and Recreation Board,Nokomis-Hiawatha Regional Park,13,July-28-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-07-28,2,2018-07-28,Weekend_holiday,33,48,5,Low,66.26,2.52,65,111797.40000000001,2018,Vehicles,6
Minneapolis Park and Recreation Board,Minnehaha Parkway Regional Trail,29,July-28-2018,8:00-10:00 AM,Yes,NA,08:00 AM,2018-07-28,2,2018-07-28,Weekend_holiday,33,46,5,Low,0,0,135,66825,2018,Vehicles,0
Minneapolis Park and Recreation Board,Kenilworth Regional Trail,4,July-27-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-07-27,2,2018-07-27,Weekday,68,93,5,High,0,0,12,95472,2018,Vehicles,0
Minneapolis Park and Recreation Board,Cedar Lake Regional Trail,4,July-27-2018,8:00-10:00 AM,Yes,NA,08:00 AM,2018-07-27,2,2018-07-27,Weekday,68,41,5,Low,0,0,18,62424,2018,Vehicles,0
Minneapolis Park and Recreation Board,Ridgway Parkway Regional Trail,3,July-26-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-07-26,2,2018-07-26,Weekday,68,92,5,Medium,0,0,7,1904,2018,Vehicles,0
Minneapolis Park and Recreation Board,Columbia Parkway Regional Trail,3,July-26-2018,8:00-10:00 AM,Yes,NA,08:00 AM,2018-07-26,2,2018-07-26,Weekday,68,91,5,Medium,0,0,16,0,2018,Vehicles,0
Minneapolis Park and Recreation Board,Minneapolis Chain of Lakes Regional Park,10,July-24-2018,6:00-8:00 PM,Yes,NA,06:00 PM,2018-07-24,2,2018-07-24,Weekday,68,43,5,High,66.26,2.52,70,295500.8,2018,Vehicles,4
Minneapolis Park and Recreation Board,Above the Falls Regional Park,10,July-31-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-07-31,2,2018-07-31,Weekday,68,135,5,Medium,10,2.52,15,18890.399999999998,2018,Vehicles,1
Minneapolis Park and Recreation Board,Columbia Parkway Regional Trail,2,July-29-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-07-29,2,2018-07-29,Weekend_holiday,33,91,5,Low,0,0,12,7524,2018,Vehicles,0
Minneapolis Park and Recreation Board,Ridgway Parkway Regional Trail,1,July-29-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-07-29,2,2018-07-29,Weekend_holiday,33,92,5,Low,0,0,3,891,2018,Vehicles,0
Minneapolis Park and Recreation Board,Minneapolis Chain of Lakes Regional Park,40,July-28-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-07-28,2,2018-07-28,Weekend_holiday,33,43,5,Low,66.26,2.52,170,115117.2,2018,Vehicles,1
Minneapolis Park and Recreation Board,Kenilworth Regional Trail,4,July-28-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-07-28,2,2018-07-28,Weekend_holiday,33,93,5,High,0,0,12,126720,2018,Vehicles,0
Minneapolis Park and Recreation Board,Cedar Lake Regional Trail,13,July-28-2018,8:00-10:00 AM,Yes,NA,08:00 AM,2018-07-28,2,2018-07-28,Weekend_holiday,33,41,5,High,0,0,19,96558,2018,Vehicles,0
Minneapolis Park and Recreation Board,Columbia Parkway Regional Trail,4,July-27-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-07-27,2,2018-07-27,Weekday,68,91,5,High,0,0,8,2176,2018,Vehicles,0
Minneapolis Park and Recreation Board,North Mississippi Regional Park,7,July-27-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-07-27,2,2018-07-27,Weekday,68,47,5,High,59.42,2.52,25,38556,2018,Vehicles,9
Minneapolis Park and Recreation Board,Central Mississippi Riverfront Regional Park,4,July-24-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-07-24,2,2018-07-24,Weekday,68,42,5,High,68.28,2.52,35,295976.8,2018,Vehicles,18
Minneapolis Park and Recreation Board,Ridgway Parkway Regional Trail,1,July-24-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-07-24,2,2018-07-24,Weekday,68,92,5,Low,0,0,3,3468,2018,Vehicles,0
Minneapolis Park and Recreation Board,Above the Falls Regional Park,8,July-24-2018,8:00-10:00 AM,Yes,NA,08:00 AM,2018-07-24,2,2018-07-24,Weekday,68,135,5,High,10,2.52,16,33728,2018,Vehicles,0
Minneapolis Park and Recreation Board,Luce Line Regional Trail,7,August-5-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-08-05,2,2018-08-05,Weekend_holiday,33,94,5,Medium,0,0,26,6864,2018,Vehicles,0
Minneapolis Park and Recreation Board,Kenilworth Regional Trail,3,August-5-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-08-05,2,2018-08-05,Weekend_holiday,33,93,5,Low,0,0,4,6864,2018,Vehicles,0
Minneapolis Park and Recreation Board,Nokomis-Hiawatha Regional Park,2,August-4-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-08-04,2,2018-08-04,Weekend_holiday,33,48,5,Medium,66.26,2.52,45,14909.4,2018,Vehicles,2
Minneapolis Park and Recreation Board,Minnehaha Parkway Regional Trail,27,August-4-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-08-04,2,2018-08-04,Weekend_holiday,33,46,5,Medium,0,0,67,24321,2018,Vehicles,0
Minneapolis Park and Recreation Board,Victory (Wirth) Memorial Parkway Regional Trail,24,August-3-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-08-03,2,2018-08-03,Weekday,68,50,5,Medium,1,2.19,95,109820,2018,Vehicles,0
Minneapolis Park and Recreation Board,Luce Line Regional Trail,2,August-3-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-08-03,2,2018-08-03,Weekday,68,94,5,Low,0,0,28,20944,2018,Vehicles,0
Minneapolis Park and Recreation Board,North Mississippi Regional Park,4,August-4-2018,2:00-4:00 PM,No,8/11/2018.  2-4pm,02:00 PM,2018-08-04,2,2018-08-04,Weekend_holiday,33,47,5,High,59.42,2.52,25,31581,2018,Vehicles,14
Minneapolis Park and Recreation Board,Minnehaha Regional Park,12,August-4-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-08-04,2,2018-08-04,Weekend_holiday,33,45,5,Medium,10,2.52,44,357192,2018,Vehicles,0
Minneapolis Park and Recreation Board,Mississippi Gorge Regional Park,21,August-4-2018,8:00-10:00 AM,Yes,NA,08:00 AM,2018-08-04,2,2018-08-04,Weekend_holiday,33,44,5,Medium,1,2.19,37,31746,2018,Vehicles,0
Minneapolis Park and Recreation Board,Theodore Wirth Regional Park,4,August-3-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-08-03,2,2018-08-03,Weekday,68,49,5,Low,66.26,2.52,38,41344,2018,Vehicles,0
Minneapolis Park and Recreation Board,Minnehaha Regional Park,8,August-1-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-08-01,2,2018-08-01,Weekday,68,45,5,High,10,2.52,36,49155.84,2018,Vehicles,4
Minneapolis Park and Recreation Board,Mississippi Gorge Regional Park,13,August-1-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-08-01,2,2018-08-01,Weekday,68,44,5,High,1,2.19,43,17544,2018,Vehicles,0
Minneapolis Park and Recreation Board,Above the Falls Regional Park,4,August-7-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-08-07,2,2018-08-07,Weekday,68,135,5,Low,10,2.52,35,31130.4,2018,Vehicles,4
Minneapolis Park and Recreation Board,Columbia Parkway Regional Trail,6,August-4-2018,8:00-10:00 AM,No,8/11/18 2-4,08:00 AM,2018-08-04,2,2018-08-04,Weekend_holiday,33,91,5,Medium,0,0,16,528,2018,Vehicles,0
Minneapolis Park and Recreation Board,Above the Falls Regional Park,2,August-4-2018,6:00-8:00 PM,Yes,NA,06:00 PM,2018-08-04,2,2018-08-04,Weekend_holiday,33,135,5,Low,10,2.52,35,2310,2018,Vehicles,0
Minneapolis Park and Recreation Board,St. Anthony Parkway Regional Trail,10,August-4-2018,10:00-12:00 PM,No,8/11/18 2-4,10:00 AM,2018-08-04,2,2018-08-04,Weekend_holiday,33,90,5,Medium,1,2.19,23,6831,2018,Vehicles,0
Minneapolis Park and Recreation Board,Shingle Creek Regional Trail,5,August-4-2018,2:00-4:00 PM,No,8/11/18 2-4,02:00 PM,2018-08-04,2,2018-08-04,Weekend_holiday,33,103,5,High,0,0,14,2772,2018,Vehicles,0
Minneapolis Park and Recreation Board,Theodore Wirth Regional Park,11,August-5-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-08-05,2,2018-08-05,Weekend_holiday,33,49,5,Medium,66.26,2.52,19,52041,2018,Vehicles,0
Minneapolis Park and Recreation Board,Victory (Wirth) Memorial Parkway Regional Trail,6,August-5-2018,6:00-8:00 PM,Yes,NA,06:00 PM,2018-08-05,2,2018-08-05,Weekend_holiday,33,50,5,High,1,2.19,16,8849.279999999999,2018,Vehicles,4
Minneapolis Park and Recreation Board,Minnehaha Parkway Regional Trail,4,August-9-2018,8:00-10:00 AM,Yes,NA,08:00 AM,2018-08-09,2,2018-08-09,Weekday,68,46,5,Low,0,0,135,192780,2018,Vehicles,0
Minneapolis Park and Recreation Board,Minnehaha Parkway Regional Trail,2,August-9-2018,6:00-8:00 PM,Yes,NA,06:00 PM,2018-08-09,2,2018-08-09,Weekday,68,46,5,Medium,0,0,67,191352,2018,Vehicles,0
Minneapolis Park and Recreation Board,Mississippi Gorge Regional Park,9,August-9-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-08-09,2,2018-08-09,Weekday,68,44,5,Medium,1,2.19,37,20128,2018,Vehicles,0
Minneapolis Park and Recreation Board,Nokomis-Hiawatha Regional Park,15,August-9-2018,8:00-10:00 AM,Yes,NA,08:00 AM,2018-08-09,2,2018-08-09,Weekday,68,48,5,Low,66.26,2.52,65,15558.400000000001,2018,Vehicles,1
Minneapolis Park and Recreation Board,Above the Falls Regional Park,10,August-10-2018,6:00-8:00 PM,Yes,NA,06:00 PM,2018-08-10,2,2018-08-10,Weekday,68,135,5,High,10,2.52,16,44259.84,2018,Vehicles,9
Minneapolis Park and Recreation Board,Northeast Diagonal Regional Trail,5,August-10-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-08-10,2,2018-08-10,Weekday,68,100,5,Medium,0,0,26,15912,2018,Vehicles,0
Minneapolis Park and Recreation Board,St. Anthony Parkway Regional Trail,1,August-10-2018,8:00-10:00 AM,Yes,NA,08:00 AM,2018-08-10,2,2018-08-10,Weekday,68,90,5,Medium,1,2.19,23,25024,2018,Vehicles,0
Minneapolis Park and Recreation Board,Central Mississippi Riverfront Regional Park,1,August-12-2018,6:00-8:00 PM,Yes,NA,06:00 PM,2018-08-12,2,2018-08-12,Weekend_holiday,33,42,5,High,68.28,2.52,35,160545,2018,Vehicles,0
Minneapolis Park and Recreation Board,Minneapolis Chain of Lakes Regional Park,35,August-12-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-08-12,2,2018-08-12,Weekend_holiday,33,43,5,High,66.26,2.52,70,771632.4000000001,2018,Vehicles,27
Minneapolis Park and Recreation Board,Shingle Creek Regional Trail,2,August-12-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-08-12,2,2018-08-12,Weekend_holiday,33,103,5,High,0,0,14,8778,2018,Vehicles,0
Minneapolis Park and Recreation Board,Victory (Wirth) Memorial Parkway Regional Trail,31,August-11-2018,4:00-6:00 PM,No,8/18/2018,04:00 PM,2018-08-11,2,2018-08-11,Weekend_holiday,33,50,5,Medium,1,2.19,95,50160,2018,Vehicles,0
Minneapolis Park and Recreation Board,Theodore Wirth Regional Park,7,August-11-2018,2:00-4:00 PM,No,8/18/2018,02:00 PM,2018-08-11,2,2018-08-11,Weekend_holiday,33,49,5,Medium,66.26,2.52,19,42811.560000000005,2018,Vehicles,14
Minneapolis Park and Recreation Board,Ridgway Parkway Regional Trail,2,August-11-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-08-11,2,2018-08-11,Weekend_holiday,33,92,5,Medium,0,0,7,693,2018,Vehicles,0
Minneapolis Park and Recreation Board,Northeast Diagonal Regional Trail,9,August-11-2018,8:00-10:00 AM,Yes,NA,08:00 AM,2018-08-11,2,2018-08-11,Weekend_holiday,33,100,5,Medium,0,0,26,6006,2018,Vehicles,0
Minneapolis Park and Recreation Board,Mississippi Gorge Regional Park,1,August-10-2018,6:00-8:00 PM,Yes,NA,06:00 PM,2018-08-10,2,2018-08-10,Weekday,68,44,5,High,1,2.19,43,84649.8,2018,Vehicles,5
Minneapolis Park and Recreation Board,Minnehaha Regional Park,8,August-10-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-08-10,2,2018-08-10,Weekday,68,45,5,High,10,2.52,36,175766.4,2018,Vehicles,15
Minneapolis Park and Recreation Board,Columbia Parkway Regional Trail,4,August-9-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-08-09,2,2018-08-09,Weekday,68,91,5,High,0,0,8,3264,2018,Vehicles,0
Minneapolis Park and Recreation Board,Ridgway Parkway Regional Trail,2,August-9-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-08-09,2,2018-08-09,Weekday,68,92,5,High,0,0,8,1632,2018,Vehicles,0
Minneapolis Park and Recreation Board,Luce Line Regional Trail,9,August-7-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-08-07,2,2018-08-07,Weekday,68,94,5,Medium,0,0,26,26520,2018,Vehicles,0
Minneapolis Park and Recreation Board,Cedar Lake Regional Trail,14,August-11-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-08-11,2,2018-08-11,Weekend_holiday,33,41,5,High,0,0,19,90915,2018,Vehicles,0
Minneapolis Park and Recreation Board,Minneapolis Chain of Lakes Regional Park,37,August-11-2018,12:00-2:00 PM,No,8/18/2018.  12-2,12:00 PM,2018-08-11,2,2018-08-11,Weekend_holiday,33,43,5,Low,66.26,2.52,170,434887.19999999995,2018,Vehicles,1
Minneapolis Park and Recreation Board,Victory (Wirth) Memorial Parkway Regional Trail,23,August-10-2018,6:00-8:00 PM,Yes,NA,06:00 PM,2018-08-10,2,2018-08-10,Weekday,68,50,5,High,1,2.19,16,30464,2018,Vehicles,0
Minneapolis Park and Recreation Board,Theodore Wirth Regional Park,8,August-10-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-08-10,2,2018-08-10,Weekday,68,49,5,High,66.26,2.52,9,13880.16,2018,Vehicles,9
Minneapolis Park and Recreation Board,Minnehaha Regional Park,5,August-9-2018,6:00-8:00 PM,Yes,NA,06:00 PM,2018-08-09,2,2018-08-09,Weekday,68,45,5,Medium,10,2.52,44,641484.8,2018,Vehicles,20
Minneapolis Park and Recreation Board,Nokomis-Hiawatha Regional Park,11,August-9-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-08-09,2,2018-08-09,Weekday,68,48,5,High,66.26,2.52,28,95580.80000000002,2018,Vehicles,10
Minneapolis Park and Recreation Board,North Mississippi Regional Park,1,August-12-2018,8:00-10:00 AM,Yes,NA,08:00 AM,2018-08-12,2,2018-08-12,Weekend_holiday,33,47,5,High,59.42,2.52,25,17424,2018,Vehicles,6
Minneapolis Park and Recreation Board,Above the Falls Regional Park,10,August-12-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-08-12,2,2018-08-12,Weekend_holiday,33,135,5,Medium,10,2.52,15,9207.000000000002,2018,Vehicles,5
Minneapolis Park and Recreation Board,Kenilworth Regional Trail,1,August-11-2018,6:00-8:00 PM,Yes,NA,06:00 PM,2018-08-11,2,2018-08-11,Weekend_holiday,33,93,5,High,0,0,12,33660,2018,Vehicles,0
Minneapolis Park and Recreation Board,Minneapolis Chain of Lakes Regional Park,51,August-11-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-08-11,2,2018-08-11,Weekend_holiday,33,43,5,Medium,66.26,2.52,96,215550.72000000003,2018,Vehicles,27
Minneapolis Park and Recreation Board,Luce Line Regional Trail,3,August-4-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-08-04,2,2018-08-04,Weekend_holiday,33,94,5,Low,0,0,28,5544,2018,Vehicles,0
Minneapolis Park and Recreation Board,Minneapolis Chain of Lakes Regional Park,45,August-14-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-08-14,2,2018-08-14,Weekday,68,43,5,Medium,66.26,2.52,96,115153.92,2018,Vehicles,7
Minneapolis Park and Recreation Board,Central Mississippi Riverfront Regional Park,19,August-14-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-08-14,2,2018-08-14,Weekday,68,42,5,Medium,68.28,2.52,62,215016,2018,Vehicles,0
Minneapolis Park and Recreation Board,St. Anthony Parkway Regional Trail,2,August-14-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-08-14,2,2018-08-14,Weekday,68,90,5,High,1,2.19,16,4352,2018,Vehicles,0
Minneapolis Park and Recreation Board,St. Anthony Parkway Regional Trail,14,August-14-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-08-14,2,2018-08-14,Weekday,68,90,5,Low,1,2.19,38,20672,2018,Vehicles,0
Minneapolis Park and Recreation Board,Nokomis-Hiawatha Regional Park,11,August-18-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-08-18,2,2018-08-18,Weekend_holiday,33,48,5,High,66.26,2.52,28,38512.32,2018,Vehicles,9
Minneapolis Park and Recreation Board,Minnehaha Parkway Regional Trail,27,August-18-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-08-18,2,2018-08-18,Weekend_holiday,33,46,5,High,0,0,38,28842,2018,Vehicles,0
Minneapolis Park and Recreation Board,Northeast Diagonal Regional Trail,7,August-18-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-08-18,2,2018-08-18,Weekend_holiday,33,100,5,Medium,0,0,26,5148,2018,Vehicles,0
Minneapolis Park and Recreation Board,Mississippi Gorge Regional Park,27,August-11-2018,4:00-6:00 PM,No,8/18/18 at 4,04:00 PM,2018-08-11,2,2018-08-11,Weekend_holiday,33,44,5,Medium,1,2.19,37,15873,2018,Vehicles,0
Minneapolis Park and Recreation Board,Minnehaha Regional Park,13,August-11-2018,6:00-8:00 PM,No,8/18/18 at 6,06:00 PM,2018-08-11,2,2018-08-11,Weekend_holiday,33,45,5,Low,10,2.52,22,5082,2018,Vehicles,0
Minneapolis Park and Recreation Board,Mississippi Gorge Regional Park,4,August-17-2018,6:00-8:00 PM,Yes,NA,06:00 PM,2018-08-17,2,2018-08-17,Weekday,68,44,5,Medium,1,2.19,37,58824.079999999994,2018,Vehicles,2
Minneapolis Park and Recreation Board,Northeast Diagonal Regional Trail,5,August-17-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-08-17,2,2018-08-17,Weekday,68,100,5,High,0,0,9,17136,2018,Vehicles,0
Minneapolis Park and Recreation Board,Nokomis-Hiawatha Regional Park,6,August-20-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-08-20,2,2018-08-20,Weekday,68,48,5,Medium,66.26,2.52,45,46267.200000000004,2018,Vehicles,6
Minneapolis Park and Recreation Board,Mississippi Gorge Regional Park,13,August-19-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-08-19,2,2018-08-19,Weekend_holiday,33,44,5,Medium,1,2.19,37,78144,2018,Vehicles,0
Minneapolis Park and Recreation Board,Minnehaha Regional Park,16,August-19-2018,8:00-10:00 AM,Yes,NA,08:00 AM,2018-08-19,2,2018-08-19,Weekend_holiday,33,45,5,Medium,10,2.52,44,29272.32,2018,Vehicles,8
Minneapolis Park and Recreation Board,Kenilworth Regional Trail,3,August-18-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-08-18,2,2018-08-18,Weekend_holiday,33,93,5,Medium,0,0,14,22176,2018,Vehicles,0
Minneapolis Park and Recreation Board,Cedar Lake Regional Trail,5,August-18-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-08-18,2,2018-08-18,Weekend_holiday,33,41,5,Medium,0,0,35,39270,2018,Vehicles,0
Minneapolis Park and Recreation Board,Above the Falls Regional Park,8,August-18-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-08-18,2,2018-08-18,Weekend_holiday,33,135,5,High,10,2.52,16,36432,2018,Vehicles,0
Minneapolis Park and Recreation Board,St. Anthony Parkway Regional Trail,1,August-17-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-08-17,2,2018-08-17,Weekday,68,90,5,High,1,2.19,16,4352,2018,Vehicles,0
Minneapolis Park and Recreation Board,Luce Line Regional Trail,8,August-16-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-08-16,2,2018-08-16,Weekday,68,94,5,Medium,0,0,26,10608,2018,Vehicles,0
Minneapolis Park and Recreation Board,Northeast Diagonal Regional Trail,2,August-14-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-08-14,2,2018-08-14,Weekday,68,100,5,Low,0,0,17,13872,2018,Vehicles,0
Minneapolis Park and Recreation Board,Northeast Diagonal Regional Trail,1,August-14-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-08-14,2,2018-08-14,Weekday,68,100,5,High,0,0,9,9180,2018,Vehicles,0
Minneapolis Park and Recreation Board,Minnehaha Regional Park,1,August-22-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-08-22,2,2018-08-22,Weekday,68,45,5,Low,10,2.52,22,128656,2018,Vehicles,0
Minneapolis Park and Recreation Board,Minnehaha Parkway Regional Trail,31,August-20-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-08-20,2,2018-08-20,Weekday,68,46,5,Medium,0,0,67,41004,2018,Vehicles,0
Minneapolis Park and Recreation Board,Minneapolis Chain of Lakes Regional Park,14,August-23-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-08-23,2,2018-08-23,Weekday,68,43,5,Low,66.26,2.52,170,285300.8,2018,Vehicles,9
Minneapolis Park and Recreation Board,Minneapolis Chain of Lakes Regional Park,48,August-26-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-08-26,2,2018-08-26,Weekend_holiday,33,43,5,Medium,66.26,2.52,96,830016,2018,Vehicles,0
Minneapolis Park and Recreation Board,Central Mississippi Riverfront Regional Park,23,August-26-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-08-26,2,2018-08-26,Weekend_holiday,33,42,5,Low,68.28,2.52,29,78741.96,2018,Vehicles,14
Minneapolis Park and Recreation Board,Above the Falls Regional Park,8,August-26-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-08-26,2,2018-08-26,Weekend_holiday,33,135,5,High,10,2.52,16,42768,2018,Vehicles,0
Minneapolis Park and Recreation Board,Nokomis-Hiawatha Regional Park,19,August-28-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-08-28,2,2018-08-28,Weekday,68,48,5,High,66.26,2.52,28,23990.399999999998,2018,Vehicles,5
Minneapolis Park and Recreation Board,North Mississippi Regional Park,5,August-29-2018,8:00-10:00 AM,Yes,NA,08:00 AM,2018-08-29,2,2018-08-29,Weekday,68,47,5,High,59.42,2.52,25,22236,2018,Vehicles,4
Minneapolis Park and Recreation Board,Central Mississippi Riverfront Regional Park,3,August-29-2018,6:00-8:00 PM,Yes,NA,06:00 PM,2018-08-29,2,2018-08-29,Weekday,68,42,5,High,68.28,2.52,35,359380,2018,Vehicles,0
Minneapolis Park and Recreation Board,Minneapolis Chain of Lakes Regional Park,6,August-29-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-08-29,2,2018-08-29,Weekday,68,43,5,High,66.26,2.52,70,638411.2,2018,Vehicles,6
Minneapolis Park and Recreation Board,North Mississippi Regional Park,2,August-26-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-08-26,2,2018-08-26,Weekend_holiday,33,47,5,Medium,59.42,2.52,15,1485,2018,Vehicles,0
Minneapolis Park and Recreation Board,Minnehaha Parkway Regional Trail,24,August-27-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-08-27,2,2018-08-27,Weekday,68,46,5,Low,0,0,135,9180,2018,Vehicles,0
Minneapolis Park and Recreation Board,Nokomis-Hiawatha Regional Park,4,August-27-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-08-27,2,2018-08-27,Weekday,68,48,5,Medium,66.26,2.52,45,38311.2,2018,Vehicles,1
Minneapolis Park and Recreation Board,Minnehaha Parkway Regional Trail,27,August-28-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-08-28,2,2018-08-28,Weekday,68,46,5,High,0,0,38,56848,2018,Vehicles,0
Minneapolis Park and Recreation Board,Columbia Parkway Regional Trail,4,August-25-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-08-25,2,2018-08-25,Weekend_holiday,33,91,5,High,0,0,8,2112,2018,Vehicles,0
Minneapolis Park and Recreation Board,Kenilworth Regional Trail,2,August-23-2018,4:00-6:00 PM,Yes,NA,04:00 PM,2018-08-23,2,2018-08-23,Weekday,68,93,5,Medium,0,0,14,79968,2018,Vehicles,0
Minneapolis Park and Recreation Board,Cedar Lake Regional Trail,5,August-23-2018,2:00-4:00 PM,Yes,NA,02:00 PM,2018-08-23,2,2018-08-23,Weekday,68,41,5,Medium,0,0,35,42840,2018,Vehicles,0
Minneapolis Park and Recreation Board,North Mississippi Regional Park,11,August-23-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-08-23,2,2018-08-23,Weekday,68,47,5,Low,59.42,2.52,20,25840,2018,Vehicles,0
Minneapolis Park and Recreation Board,Shingle Creek Regional Trail,6,August-23-2018,8:00-10:00 AM,Yes,NA,08:00 AM,2018-08-23,2,2018-08-23,Weekday,68,103,5,Low,0,0,11,6732,2018,Vehicles,0
Minneapolis Park and Recreation Board,Mississippi Gorge Regional Park,10,August-22-2018,10:00-12:00 PM,Yes,NA,10:00 AM,2018-08-22,2,2018-08-22,Weekday,68,44,5,Low,1,2.19,64,109626.87999999999,2018,Vehicles,1
Minneapolis Park and Recreation Board,Minnehaha Regional Park,17,August-17-2018,6:00-8:00 PM,Yes,NA,06:00 PM,2018-08-17,2,2018-08-17,Weekday,68,45,5,Medium,10,2.52,44,45239.04,2018,Vehicles,6
Minneapolis Park and Recreation Board,North Mississippi Regional Park,10,August-28-2018,12:00-2:00 PM,Yes,NA,12:00 PM,2018-08-28,2,2018-08-28,Weekday,68,47,5,Medium,59.42,2.52,15,2040,2018,Vehicles,0
